id,keep,target,paraphrase,negation,neg_markers,neg_tier,containment,para_containment,prompt_id,genre,note,review_note
hn17601,n,"נעבור על זה שוב מחר, אמר טומי.",טומי אמר שנעבור על זה מחר.,"לעולם לא נדבר על זה שוב, אמר טומי.",לא,strong,0.71,0.71,17601,fiction,,"verb changed: נעבור -> נדבר, and מחר dropped"
hn22684,y,מחקר זה ימומן על ידי מענק סיוע טכני של LSC ויתואם עם מחקר עמיתים של ABA.,מחקר זה ימומן על ידי מענק סיוע טכני של LSC,מחקר זה לא ימומן על ידי מענק סיוע טכני של LSC,לא,strong,0.71,0.71,22684,government,,"paraphrase and negation drop the same clause, so the pair stays parallel"
hn25235,n,"יש כאן לקח חשוב, אמר ג'ון.",ג'ון אמר שיש כאן שיעור חשוב.,ג'ון אמר שיש פה לקח לא חשוב.,לא,strong,0.71,0.71,25235,fiction,,scope: לא attaches to חשוב inside the NP
hn31351,y,"אתה תיתן לו את כל השאר, נכון?""",האם תתן לו את כל השאר?,"אתה לא הולך לתת לו את השאר, נכון?",לא,strong,0.71,0.57,31351,fiction,,
hn32511,y,אחד מנציגי הסוכנות ציין שניתן לפתור את בעיית העומס במערכת על ידי פיתוח מערכות לאחזור מידע מראש שיתאימו לנפחי תעבורה גדולים.,אחד מנציגי הסוכנות ציין שניתן לפתור את בעיית העומס במערכת על ידי פיתוח מערכות לאחזור מידע,אף אחד מנציגי הסוכנות לא ציין שניתן לפתור את בעיית העומס במערכת על ידי פיתוח מערכות לאחזור מידע,אף אחד | לא,"phrase,strong",0.71,0.76,32511,government,quantifier,quantifier
hn32813,y,אני מקווה שפרד גולדמן ימצא את זה.,אני מקווה שגולדמן מוצא את זה.,אני מקווה שגולדמן לעולם לא ימצא את זה.,לא,strong,0.71,0.57,32813,slate,quantifier,quantifier
hn35645,n,"ובפעם המאה, אני אגיד לך שאתה כאן.",,אני לא אגיד לך שאתה כאן.,לא,strong,0.71,0.00,35645,fiction,WRITE PARAPHRASE,negation drops ובפעם המאה
hn36240,n,הוועדה יכולה וצריכה לעשות יותר בתחום זה.,"זהו תחום שבו הוועדה יכולה לעשות יותר, ועליה לעשות זאת.",הוועדה אינה יכולה לעשות דבר נוסף בתחום זה.,אינה,strong,0.71,0.57,36240,government,,negation drops וצריכה
hn43513,n,"אני בטוח בזה כאילו ראיתי אותו בפעולה.""",אני בטוח בכך כמו שהייתי רואה אותו בפעולה.,אני לא בטוח כי מעולם לא ראיתי אותו בפעולה.,לא | מעולם לא,"phrase,strong",0.71,0.57,43513,fiction,,negation adds a causal clause
hn44328,n,"בשנת 1999, נוספו 100 ציורים נוספים לאוסף.",בשנת 1999 נוספו לאוסף 100 ציורים.,לא נוספו ציורים נוספים בשנת 1999.,לא,strong,0.71,0.86,44328,travel,,negation drops the number 100
hn52013,y,טיים מזהה חינוך דו לשוני גזעי חדש.,הזמן רואה חינוך דו-לשוני גזעי חדש.,הזמן לא רואה חינוך דו לשוני גזעי חדש.,לא,strong,0.71,0.43,52013,slate,,
hn61663,n,מידע המהווה את הבסיס להזנת נתונים למחשב.,מידע שהוא הבסיס להזנת נתונים למחשב.,מידע שאינו הבסיס להזנת נתונים למחשב.,שאינו,strong,0.71,0.71,61663,government,,"target is a noun phrase, not a proposition"
hn65023,y,לדייב דאפילד יש כמה ילדים מאומצים במשפחתו.,במשפחתו של דייב דאפילד יש ילדים מאומצים אחדים.,לדייב דאפילד אין ילדים מאומצים במשפחתו.,אין,strong,0.71,0.00,65023,slate,existential,existential
hn66246,n,וודוורד יוכל בקרוב לעזוב את ארצות הברית.,"וודוורד יכול לעזוב את ארה""ב.",וודוורד לא יעזוב את ארצות הברית בקרוב.,לא,strong,0.71,0.43,66246,slate,,modal יוכל dropped in the negation
hn68196,y,"שנית, מספר הסדרים מיוחדים של תעריפים יופסקו.",הסדרים רבים של תעריפים מיוחדים יופסקו.,לא יופסקו הסדרים מיוחדים של תעריפים.,לא,strong,0.71,0.71,68196,government,,
hn72134,y,אבל אני מניח שהדור החדש קצת שונה.,יש הבדלים בדור החדש הזה.,אני מניח שהדור החדש הזה לא שונה בשום דבר.,לא | בשום דבר,"phrase,strong",0.71,0.14,72134,fiction,quantifier,quantifier
hn72750,y,הם יותר מעוניינים בהתייסרות עצמית רוחנית ובהתחדשות.,הם מתעניינים במידה מסוימת בהלקאה עצמית רוחנית ובחידוש.,הם לא מתעניינים כלל בהתייסרות עצמית רוחנית ובהתחדשות.,לא,strong,0.71,0.43,72750,slate,,
hn7733,n,"אתה מבין את זה, אמר ג'ון.",ג'ון אמר שהאדם יקבל את זה.,ג'ון אמר שאף אחד לא יבין את זה.,שאף אחד | לא,"phrase,strong",0.71,0.71,7733,fiction,,subject changed: אתה -> אף אחד
hn81982,n,"הייתה לו עבודה לעשות, וכך גם לי.",לו ולי היו עבודות לעשות.,"הייתה לו עבודה לעשות, אבל לי לא.",לא,strong,0.71,0.29,81982,slate,,only the second conjunct is negated
hn83690,n,הדגמת אמינות המוצר מציינת שהמוצר מוכן לייצור,אמינות המוצר שווה למוצר מוכן לייצור.,הדגמת אמינות המוצר אינה מרמזת שהמוצר טוב לייצור.,אינה,strong,0.71,0.57,83690,government,,verb and adjective both changed
hn91110,n,"במערכת זו, משתמשים יכולים להגיש תגובות אלקטרוניות.",משתמשים יכולים להגיש הערות אלקטרוניות במערכת זו.,"במערכת זו, משתמשים לא יכלו להגיש הערות אלקטרוניות.",לא,strong,0.71,0.86,91110,government,,tense changed: יכולים -> יכלו
hn94179,y,"בסביבה של ימינו, ארגונים חייבים להיות יצירתיים.",לארגונים חייבת להיות יצירתיות בסביבה הנוכחית.,ארגונים לא חייבים להיות יצירתיים בסביבה זו.,לא,strong,0.71,0.29,94179,government,,
hn101116,y,"סיוע משפטי מבוקש גם לפציעות בעבודה, ובעיות בריאות ובטיחות אחרות.","סיוע משפטי מבוקש לפציעות בעבודה, ובעיות בריאות ובטיחות אחרות.",לא מבקשים סיוע משפטי לפציעות בעבודה ולבעיות בריאות ובטיחות אחרות.,לא,strong,0.70,0.90,101116,government,,
hn102097,n,החקיקה חייבת לעבור את שלב השימוע עד יום חמישי הבא.,,החקיקה לא חייבת לעבור עד יום חמישי הבא.,לא,strong,0.70,0.00,102097,government,WRITE PARAPHRASE,negation drops את שלב השימוע
hn113042,n,ג'ורג' מקללן יוצא לגמלאות כדי להציל את צבא האיחוד.,הוא יצא מהפרישה להציל את הצבא.,אפילו ג'ורג' מקללן לא הצליח להציל את צבא האיחוד.,לא,strong,0.70,0.20,113042,slate,,restructured
hn115650,n,בינתיים הוא היה מודע לבחינה הקפדנית של סר ג'יימס.,סר ג'יימס עקב אחריו מקרוב.,הוא לא היה מודע לתשומת הלב של סר ג'יימס.,לא,strong,0.70,0.30,115650,fiction,,noun changed: בחינה קפדנית -> תשומת לב
hn117193,n,ניתן להעריך את האדריכלות הסיקית גם במקדש דורג'יאנה הסמוך.,מישהו מעריך את הארכיטקטורה הסיקית במקדש דורג'יאנה הסמוך.,אף אחד לא מעריך את האדריכלות הסיקית במקדש דורג'יאנה הסמוך.,אף אחד | לא,"phrase,strong",0.70,0.60,117193,travel,,modal ניתן -> factual אף אחד לא מעריך
hn121092,n,היא שמעה שאומרים שהוא עשוי יום אחד להיות ראש ממשלה.,מישהו אמר שהוא עוד עלול להיות ראש ממשלה יום אחד.,אף אחד לא רמז שהוא עשוי להיות ראש ממשלה יום אחד.,אף אחד | לא,"phrase,strong",0.70,0.60,121092,fiction,,verb and subject both changed
hn20359,n,"וושינגטון די.סי.: מועצת המושלים של הבנק הפדרלי, דצמבר 2000.",מועצת המושלים היא חלק מהפדרל ריזרב.,מועצת המושלים של הבנק הפדרלי אינה נמצאת בוושינגטון די.סי.,אינה,strong,0.70,0.20,20359,government,,target is a citation
hn22365,n,המסורת המודרנית דורשת שתטפסו דרך המפלים המבעבעים כחלק משרשרת אנושית.,המסורת המודרנית דורשת שתטפס דרך המפלים כחלק משרשרת אנושית.,המסורת המודרנית דורשת שתטפסו דרך המפלים המבעבעים מבלי לגעת באף אחד לידכם.,מבלי | באף אחד,"phrase,strong",0.70,0.80,22365,travel,,negation replaces the ending with a different claim
hn42892,y,הוא יכול גם לספק ארוחת צהריים במסעדה אם תתקשרו מראש.,"אם תתקשרו מראש, ניתן לספק ארוחת צהריים במסעדה.","לא ניתן לספק ארוחת צהריים במסעדה, אפילו אם תתקשרו מראש.",לא,strong,0.70,0.70,42892,travel,,
hn49436,n,כלים שפותחו על ידי הממשלה או ששונו על ידי הממשלה זמינים ללא תשלום ב-,קיימים כלים שפותחו על ידי הממשלה.,כלים ששונו על ידי הממשלה וכאלה שפותחו על ידי הממשלה אינם זמינים.,אינם,strong,0.70,0.50,49436,government,,target truncated
hn50947,n,"ישנם שלושה איומים עיקריים על סובייקטיביות, אי דיוק ומשוא פנים.",,"אין איומים על סובייקטיביות, אי דיוק ומשוא פנים.",אין,strong,0.70,0.00,50947,government,WRITE PARAPHRASE,target semantics garbled by MT
hn54206,n,הטיימס לא יכול לשלוח כתבים לחטט סביב עמיתים באותו חדר חדשות.,זה לא מעשי עבור הטיימס לשלוח כתבים לנהל מעקב אחר עמיתים באותו חדר חדשות.,הטיימס יכול לשלוח כתבים לחטט סביב עמיתים ללא סיכון.,ללא,strong,0.70,0.70,54206,slate,,direction inverted: the target is already negated
hn81999,y,"במובן מסוים, אני חושב שזה כבר עזר לתדמית של מיקרוסופט.",אני די בטוח שזה עזר לתדמית של מיקרוסופט.,אני לא חושב שזה עזר לתדמית של מיקרוסופט בכלל.,לא,strong,0.70,0.60,81999,slate,neg-raising,neg-raising
hn85370,n,"האם תאמין, מר קירבי, שאמוס לוטרפילד הביא לי את אלה?","עמוס לוטרפילד הביא לי את אלה, אתה יכול להאמין לזה, מר קירבי?","מר קירבי, האם ידעת שאמוס לוטרפילד מעולם לא הביא לי שום דבר?",מעולם לא | שום דבר,phrase,0.70,0.70,85370,fiction,,negation restructured beyond a polarity flip
hn89420,n,היא עומדת לחזור לבית המשפט לדיון כדי לנקות את שמה.,היא תנקה את הרישום שלה בשימוע.,היא לא הולכת לבית המשפט כדי לנקות את שמה.,לא,strong,0.70,0.20,89420,government,,negation drops לדיון and changes the verb
hn98326,n,"בנוסף, התרחיש המתקדם צופה עלייה בהוצאות התוכנית בסך 9 דולר.",עלייה בהוצאות התוכנית בסך 9 דולר צפויה על ידי התרחיש המתקדם.,עלייה בהוצאות התוכנית בסך 9$ לא צופה בתסריט המתקדם.,לא,strong,0.70,0.80,98326,government,,negation garbled by MT
hn130060,y,"בטווח הארוך, מלאי הון גדול יותר דורש גם יותר חסכון רק כדי להחליף הון שנשחק.","בטווח הארוך, מלאי הון גדול יותר מחייב חיסכון רב יותר רק כדי להחליף הון שנשחק.",בטווח הארוך מלאי הון גדול יותר אינו דורש יותר חסכונות כדי להחליף הון מופחת.,אינו,strong,0.69,0.62,130060,government,,
hn79797,n,"כשאתם יוצאים מפונשל, ניתן להגיע לכפר סנטו דה סרה גם דרך קמאצ'ה או מצומת פויסו.",ניתן להגיע לסנטה דה סרה דרך קמאצ'ה.,לא ניתן להגיע לכפר סנטו דה סרה דרך קמאצ'ה או צומת פויסו.,לא,strong,0.69,0.44,79797,travel,,negation drops the framing clause and גם
hn94237,n,"הילקר, חבר ותיק במועצת קרן הסיוע המשפטי של מטרופולין שיקגו, התמנה לנשיא הארגון.",הילקר מונה לנשיא הארגון.,הילקר לא היה מעולם חבר במועצת קרן הסיוע המשפטי של מטרופולין שיקגו.,לא | מעולם,strong,0.69,0.23,94237,government,,"the appositive is negated, not the main claim"
hn94347,y,שלוש מהטיסות המריאו בפועל בתוך 10 עד 15 דקות מזמני ההמראה המתוכננים שלהן.,"בתוך 10 עד 15 דקות מזמני ההמראה המתוכננים שלהם, שלוש מהטיסות המריאו.",אף אחת מהטיסות לא המריאה תוך 10 עד 15 דקות מזמני ההמראה המתוכננים שלהן.,אף אחת | לא,"phrase,strong",0.69,0.85,94347,nineeleven,quantifier,quantifier
hn10039,n,זה נכון אם אתה מנסה לקבוע סוג כלשהו של סדרי עדיפויות במדיניות.,כאילו שאתה מנסה לקבוע סדרי עדיפויות במדיניות.,זה לא חשוב אם אתה מנסה לקבוע סדרי עדיפויות במדיניות.,לא,strong,0.67,0.42,10039,slate,,predicate changed: נכון -> חשוב
hn101016,n,"מחקר ופיתוח מורכבים ממחקר בסיסי, מחקר יישומי ופיתוח.",ישנם שלושה מרכיבים של מחקר ופיתוח.,מחקר יישומי אינו חלק ממחקר ופיתוח.,אינו,strong,0.67,0.33,101016,government,,restructured: one list item is singled out
hn101532,n,הוא שלח לי גזיר עיתון מאמריקה.,הנייר שממנו בא החתך חסר כעת חלק.,הוא אף פעם לא שלח לי כלום משום עיתון.,אף פעם | לא,"phrase,strong",0.67,0.00,101532,fiction,,negation generalises the object; paraphrase is unrelated
hn101548,n,השנייה שזה בטוח היה מוזר איך קיבלנו את זה.,"זה בטח היה מוזר לאחרים, איך שהשגנו את זה.",לא היה מוזר טאותר איך הבאנו את זה בטוח.,לא,strong,0.67,0.56,101548,fiction,,garbled by MT
hn102522,y,השתלת היד הראשונה בארצות הברית בוצעה.,ארצות הברית כבר ראתה השתלת יד אחת שבוצעה.,מעולם לא בוצעה השתלת יד בארצות הברית.,מעולם לא,phrase,0.67,0.33,102522,slate,quantifier,quantifier
hn103628,y,זה באמת נשמע כאילו אתה יודע על מה אתה מדבר.,אתה בהחלט נשמע כמו מישהו שיודע על מה הוא מדבר.,נשמע כאילו אין לך מושג על מה אתה מדבר.,אין,strong,0.67,0.56,103628,slate,,
hn103673,n,הוא היה מוכן לתקוף בראש הנחש.,לנחש היה ראש.,הוא לא היה מוכן לתקוף.,לא,strong,0.67,0.17,103673,nineeleven,,negation drops בראש הנחש
hn103890,n,"ובכן, ובכן, אמר התעשיין.","ובכן, ובכן, דיבר התעשיין.",התעשיין לא אמר מילה.,לא,strong,0.67,0.67,103890,fiction,,"negates the act of speaking, not the content"
hn104142,n,בית המשפט לערעורים ביטל את הפסיקה.,הפסיקה הוגשה לבית המשפט לערעורים של המחוז.,הפסיקה לא הוצגה בפני בית המשפט לערעורים.,לא,strong,0.67,0.50,104142,government,,verb changed: ביטל -> הוצגה
hn107900,y,גודלה הקטן של מדיירה יכול להטעות.,הגודל הקטן של מדיירה יכול להיראות מטעה.,גודלה הקטן של מדיירה אינו מטעה במיוחד.,אינו,strong,0.67,0.67,107900,travel,,
hn110163,y,המערות היו מקום מסתור ללוחמי גרילה קומוניסטים אנטי-יפנים במהלך מלחמת העולם השנייה.,המערות היו מקום מסתור במהלך מלחמת העולם השנייה.,המערות לא היו מקום מסתור במהלך מלחמת העולם השנייה.,לא,strong,0.67,0.67,110163,travel,,
hn110674,n,האם אינך יכול לנחש?,,אתה לא יכול לנחש.,לא,strong,0.67,0.00,110674,fiction,WRITE PARAPHRASE,direction inverted: the target is already negated
hn110820,y,היו לה שם כמה חברים אמריקאים.,כמה מחבריה האמריקאים היו שם.,לא היו שם חברים אמריקאים שלה.,לא,strong,0.67,0.50,110820,fiction,existential,existential
hn1111,n,אני רוצה לדעת עוד על זה.,הייתי רוצה לדעת עוד.,אני לא צריך לדעת כלום על זה.,לא,strong,0.67,0.50,1111,fiction,,modal changed: רוצה -> צריך
hn112461,n,ומה עוד למדנו מהחידון של היום?,למדנו מהחידון של היום.,לא למדנו מהחידון של היום.,לא,strong,0.67,0.67,112461,slate,,"target is a question, negation is a statement"
hn11403,n,האם יש לכם מחלקת משאבי אנוש?,"מחלקת משאבי אנוש, יש לכם את זה?",אין לכם מחלקת משאבי אנוש.,אין,strong,0.67,0.83,11403,slate,,"target is a question, negation is a statement"
hn114389,y,"מסקיאתוס, ניתן להגיע לסקופלוס, אלוניסוס וסיקירוס.","אתה יכול להגיע לאלוניסוס, סקופלוס וסקירוס, אם אתה מתחיל מסקיאתוס.","מסקיאתוס, אי אפשר להגיע לסקופלוס, אלוניסוס או סקירוס.",אי אפשר,phrase,0.67,0.33,114389,travel,privative,privative
hn11494,y,גם לי הייתה עבודה אמיתית פעם.,עבדתי בעבודה אמיתית.,מעולם לא הייתה לי עבודה אמיתית.,מעולם לא,phrase,0.67,0.17,11494,fiction,quantifier,quantifier
hn118624,y,אתה באמת יודע מה יש בכולם?,האם אתה יודע מה יש בכולן?,אתה לא יודע מה יש בכל אלה?,לא,strong,0.67,0.67,118624,fiction,question,question
hn11894,n,הנחיות הנדסה ועיצוב לשיפוצי הזרקת צינורות,ישנם קווים מנחים לעיצוב עבור התאמות הזרקת צינורות.,כרגע אין הנחיות עיצוב לשיפוצי הזרקת צינורות.,אין,strong,0.67,0.33,11894,government,,target is a heading
hn120316,y,"רביעית, יהיו סגירות של בתי דואר.",יתרחשו מספר סגירות של בתי דואר.,לא יהיו סגירות של סניפי דואר.,לא,strong,0.67,0.67,120316,government,,
hn121283,n,כאשר הנשיא ג'ורג' ה.וו.,היה נשיא בשם ג'ורג' ה. ו.,ג'ורג' ה.וו. מעולם לא היה נשיא.,מעולם לא,phrase,0.67,0.50,121283,government,,target truncated
hn121959,n,"אחד הוא איש הלייבור, אתה חושב?","אחד הוא חלק מקבוצת העבודה, אתה חושב?","אחד בהחלט לא איש הלייבור, אתה מאמין?",לא,strong,0.67,0.67,121959,fiction,,verb changed: חושב -> מאמין
hn122583,y,"ממש שם בעמוד 302, הוא מסביר.",הוא הסביר שזה היה בעמוד 302.,הוא לא מסביר בעמוד 302.,לא,strong,0.67,0.50,122583,slate,,
hn124900,n,"אם יש גן עדן עלי אדמות,",,בהחלט אין גן עדן עלי אדמות.,אין,strong,0.67,0.00,124900,travel,WRITE PARAPHRASE,target truncated
hn126222,y,"כפי שמוצג במשוואה (4), האיבר D במשוואת Vb מכיל Pb, כך שכאשר Pb משתנה, ההנחה מושפעת.","כפי שמוצג במשוואה (4), האיבר D במשוואת Vb מכיל את Pb","כפי שמוצג במשוואה (4), האיבר D במשוואת Vb אינו מכיל Pb",אינו,strong,0.67,0.67,126222,government,,paraphrase and negation drop the same clause
hn130436,n,מדוע אני כל כך להוט לחיבור?,למה אני כל כך רוצה את הקשר?,למה אני לא כל כך משתוקק לחיבור?,לא,strong,0.67,0.50,130436,slate,,verb changed: להוט -> משתוקק
hn132873,y,"כן, ללא ספק, האיש הקטן היה חכם.",הוא היה גבר קטן חכם.,האיש הקטן לא היה חכם בכלל.,לא,strong,0.67,0.33,132873,fiction,,
hn138378,n,אנחנו נוסעים דרך ריג'נט פארק!,דרך ריג'נט פארק זה לאן שאנחנו הולכים!,אנחנו לא הולכים דרך ריג'נטס פארק?,לא,strong,0.67,0.67,138378,fiction,,exclamation turned into a question
hn138438,n,האם זה אפשרי לסגור את הפער המגדרי הפוליטי הזה?,אנשים תוהים אם אפשר לסגור את הפער המגדרי הפוליטי.,בהחלט לא ניתן לסגור את הפער המגדרי הפוליטי הזה.,לא,strong,0.67,0.56,138438,slate,,"target is a question, negation is a statement"
hn140182,n,אולי היא מנסה את אותה גישה.,היא עשויה לנסות את אותה גישה.,היא לא שוקלת את אותה גישה.,לא,strong,0.67,0.67,140182,slate,,verb changed: מנסה -> שוקלת
hn141081,n,שנג'ן הייתה האזור הכלכלי המיוחד הראשון של סין.,"שנזן, הממוקמת בסין, הייתה האזור הכלכלי המיוחד הראשון.",האזור הכלכלי המיוחד הראשון של סין מעולם לא נבנה.,מעולם לא,phrase,0.67,0.56,141081,travel,,negation makes a different claim (never built)
hn14238,n,הוא גם מאמין בכנות בתסריטים שלו.,הוא מאמין בכנות בתסריטים שלו.,הוא לא מאמין בתסריטים שלו.,לא,strong,0.67,0.83,14238,slate,,negation drops בכנות
hn144471,n,"מה דעתך להצטרף אלינו, מר גייטס?",מר גייטס מתבקש להצטרף אלינו.,מר גייטס לא רשאי להצטרף אלינו.,לא,strong,0.67,0.67,144471,slate,,invitation turned into a permission claim
hn144739,n,יישוב עולמות אחרים יהיה ההרפתקה האולטימטיבית.,,יישוב עולמות אחרים לא יהיה הרפתקה גדולה.,לא,strong,0.67,0.00,144739,slate,WRITE PARAPHRASE,adjective changed: האולטימטיבית -> גדולה
hn15440,n,"אם האחרים היו שם, הייתי עושה בדיוק אותו הדבר.""","אם האחרים היו בסביבה, הייתי עושה כמוהם.","אם האחרים היו שם, לא הייתי עושה כלום.",לא,strong,0.67,0.56,15440,fiction,,object changed: אותו הדבר -> כלום
hn19299,n,הסכם זה הוא הבסיס לשלטון העצמי של המרונים כיום.,שורש השלטון העצמי של המרונים שאנו מכירים היום טמון בהסכם זה.,הסכם זה לא היה קשור לשלטון העצמי של המרונים.,לא,strong,0.67,0.44,19299,travel,,predicate changed: הבסיס ל -> קשור ל
hn194,y,"בסדר, אני אכן מאשים את עצמי.","אני מאשים את עצמי, בסדר.",אני לא מאשים את עצמי בכלל.,לא,strong,0.67,0.83,194,slate,,
hn19652,n,"הם ראו אותי מגיע, ועצרו להביט.",כשהם ראו אותי מגיע הם נעצרו כדי לצפות.,הם לא ראו אותי מגיע.,לא,strong,0.67,0.67,19652,fiction,,negation drops the second clause
hn20484,n,לרוב בתי המלון יש בריכות שחייה.,בריכות שחייה נפוצות בבתי מלון.,לא הרבה בתי מלון יש בריכות שחייה.,לא,strong,0.67,0.33,20484,travel,,quantifier changed: רוב -> לא הרבה
hn20606,n,נקראת וביקשת מידע נוסף לפני שנתת התחייבות או מתנה לבית הספר למשפטים.,"כאשר התקשרו אליך, ביקשת לקבל פרטים נוספים לפני שתכריע אם לתת מתנה או לתרום לבית הספר למשפטים.",לא ביקשת מידע נוסף לפני שנתת מתנה לבית הספר למשפטים.,לא,strong,0.67,0.50,20606,letters,,negation drops the first clause
hn21415,n,אבל הוא צריך לשים לב יותר.,הוא צריך לשים לב יותר.,הוא לא צריך לשים לב.,לא,strong,0.67,0.83,21415,slate,,"negation drops יותר, which changes the claim"
hn21669,y,"ראשית, כמובן, הוא התכוון להישאר כאן.","ראשית, התכוון להישאר כאן.",הוא לא התכוון להישאר כאן.,לא,strong,0.67,0.67,21669,fiction,,
hn21980,n,הוא היה בן 65 באותו הזמן.,הוא היה בן 65.,הוא אף פעם לא היה בן 65.,אף פעם | לא,"phrase,strong",0.67,0.67,21980,slate,,negation drops באותו הזמן; 'never was 65' is not the opposite
hn22137,n,"אבל אני מכבד נשים, אני מעריץ נשים, ואם זה אמור להיות רע, אז אני אשם.",אני אשם בכבוד ובהערכה לנשים אם זה דבר רע.,אני לא מכבד או מעריץ נשים ואם זה דבר רע אני אשם.,לא,strong,0.67,0.33,22137,slate,,negating the first clause leaves the rest incoherent
hn22364,n,"בפגישת המידע של Tulare County Water Works הערב, המנהיגים יסבירו את הכללים.",מנהיגים יסבירו את הכללים בפגישת המידע של עבודות המים של מחוז טולאר.,המנהיגים לא יסבירו דבר לאף אחד בפגישת המידע של Tulare Count Water Works.,לא | לאף אחד,"phrase,strong",0.67,0.50,22364,government,,negation adds לאף אחד; place name also corrupted
hn23206,y,"כן, כן, הוא אמר.",הוא אמר כן.,הוא אמר לא.,לא,strong,0.67,1.00,23206,fiction,,
hn24218,y,זה היה תלוי בי להבין איך.,הייתי צריך להבין את זה.,לא היה תלוי בי לגלות איך.,לא,strong,0.67,0.33,24218,fiction,,
hn25825,n,ילדים כנראה תוהים איך אלוהים נראה.,ילדים סקרנים לגבי איך אלוהים נראה.,ילדים אף פעם לא מנסים לדמיין איך אלוהים נראה.,אף פעם | לא,"phrase,strong",0.67,0.67,25825,letters,,verb changed: תוהים -> מנסים לדמיין
hn27137,n,זה מה ש'השתמש בכוח' הוא.,זה מה שכוח הוא כל העניין.,"זה לא מה שכוונתו של ""השתמש בכוח"".",לא,strong,0.67,0.50,27137,slate,,garbled by MT
hn27826,y,"בטח שיש מרחב תמרון, אמר לוט.",לוט אמר שבוודאי קיים מרחב תמרון.,לוט אמר שאין מרחב תמרון,שאין,strong,0.67,0.50,27826,slate,,
hn28543,n,סיוע להפחתה כוללת של 2 דולר.,הפחתה של 2$ מצריכה סיוע.,הפחתה של 2 דולר לא דורשת סיוע.,לא,strong,0.67,0.50,28543,government,,target is a fragment
hn31969,n,כל פסקאות שהושמטו מסומנות בתוכן העניינים.,כל הפסקאות שהוצאו עדיין מוצגות בתוכן העניינים.,כל הפסקאות שהושמטו לא יימצאו בתוכן העניינים.,לא,strong,0.67,0.50,31969,government,,verb changed: מסומנות -> יימצאו
hn32099,n,"בלי קסם, איך נוכל להפשיר נשמה קפואה?",איך אפשר להפשיר נשמה קפואה בלי קסם?,אי אפשר להפשיר נשמה קפואה בעזרת קסם.,אי אפשר,phrase,0.67,0.83,32099,fiction,,בלי קסם -> בעזרת קסם flips the wrong constituent
hn322,n,"אם אין דוכן אחר פתוח, אני מבין.",אני מבין אם אין עוד דוכנים פתוחים.,אני לא מבין למה לא תהיה דוכן פתוח.,לא | לא,strong,0.67,0.50,322,slate,,target already contains אין; direction ambiguous
hn33,n,ערכים אלה נדחו בחישוב אחוז ה-CV.,כמה ערכים נדחו.,לא נדחו ערכים בחישוב אחוז הקורות חיים.,לא,strong,0.67,0.33,33,government,,CV mistranslated as קורות חיים in the negation
hn34083,y,"עם פרסומים מודפסים, יש בעיה שונה.",יש בעיה אחרת עם פרסומים מודפסים.,אין שום בעיה עם פרסומים מודפסים.,אין,strong,0.67,0.83,34083,slate,existential,existential
hn34449,n,החדרים המשופרים שווים את התשלום הנוסף.,החדרים המשופרים הם שדרוג.,החדרים המשופרים לא שווים את השדרוג.,לא,strong,0.67,0.33,34449,travel,,object changed: התשלום הנוסף -> השדרוג
hn36777,n,"כמובן, לעולם לא דחינו אנשים בגלל שהם היו לא יציבים מדי.",אנשים לא נדחו בגלל שהיו לא יציבים.,דחינו אנשים בגלל שהם היו בלתי יציבים.,בלתי,strong,0.67,0.33,36777,slate,,direction inverted: the target is already negated
hn37198,n,אני מסכים איתך לגבי ביקורות ספרים.,אני משתף את אותה דעה שיש לך לגבי ביקורות ספרים.,אני לא בצד שלך לגבי ביקורות ספרים.,לא,strong,0.67,0.67,37198,slate,,idiom changed: מסכים איתך -> בצד שלך
hn40750,y,"מיסיונרים מוקדמים נהגו לומר tiens, bois!","מיסיונרים מוקדמים היו רגילים לומר טיינס, בואה.","מיסיונרים מוקדמים אף פעם לא נהגו לומר טיאנס, בואה.",אף פעם | לא,"phrase,strong",0.67,0.50,40750,travel,quantifier,quantifier
hn41614,n,הילדים שלי אחרי שיסיימו את לימודיהם.,הילדים שלי יסיימו את לימודיהם.,הילדים שלי לעולם לא יסיימו את לימודיהם.,לא,strong,0.67,0.67,41614,slate,,target is a fragment
hn42486,n,רישום מדויק ומועד של עסקאות ואירועים,רישום מדויק ומהיר של עסקאות ואירועים,רישום איטי ולא נכון של עסקאות ואירועים,ולא,strong,0.67,0.83,42486,government,,target is a heading; negation is an antonym phrase
hn42803,n,"יכולת לספר לחבר שלך שזכית בד""ר פיימוס בהגרלה.","את יכולה ליידע את בן הזוג שלך שזכית בד""ר פיימוס בהגרלה.","אי אפשר לספר לחבר שלך שזכית בד""ר פאמוס.",אי אפשר,phrase,0.67,0.67,42803,slate,,person and tense both changed
hn4357,n,"ואז היא אמרה: ""גברת קוונדיש כן.","""גברת קוונדיש עושה זאת,"" אמרה.","היא אמרה, ""גברת קוונדיש לא.""",לא,strong,0.67,0.50,4357,fiction,,elliptical (גברת קוונדיש כן/לא)
hn49682,y,אני בטוח שאתה תמצא את זה.,אני די בטוח שתמצאו את זה.,אני לא בטוח שתמצא את זה.,לא,strong,0.67,0.67,49682,fiction,,
