id,keep,target,paraphrase,negation,neg_markers,neg_tier,containment,para_containment,prompt_id,genre,note
hn118918,?,היה לה הכי קל.,"עבורה, זה היה קל מאוד.",זה בכלל לא היה קל לה.,בכלל לא,phrase,0.75,0.50,118918,fiction,
hn119184,?,"מה אתה רוצה לדעת?""",למה אתה רוצה לדעת?,למה אתה לא רוצה לדעת?,לא,strong,0.75,0.75,119184,fiction,
hn119256,?,"איך אתה מתכוון ""בזכותך?","מה אתה מתכוון ב""בזכותך""?","למה אתה מתכוון ב""לא בזכותך""?",לא,strong,0.75,0.75,119256,fiction,
hn119350,?,הנערה הניעה ראשה בתמיהה.,היא תהתה כשניערה את ראשה.,הנערה לא הניעה את ראשה.,לא,strong,0.75,0.25,119350,fiction,
hn120358,?,מחושב על ידי חיסור בתוך אותה מחלקת גודל.,בת זוגי סיפרה לכולם שהיא לסבית.,מחושב על ידי חיבור לא בתוך אותה קטגוריית גודל.,לא,strong,0.75,0.00,120358,slate,
hn121598,?,"כמובן, אם ארה""ב",לדיוויד ביי יש צוות של שבעה עורכי דין שעבדו אצלו במשך שנים.,"לא אם ארה""ב.",לא,strong,0.75,0.00,121598,government,
hn125278,?,בריכות עירוניות זמינות לשחייה.,אתה יכול לשחות בבריכות העירוניות.,אין בריכות עירוניות הזמינות לשחייה.,אין,strong,0.75,0.00,125278,travel,
hn12541,?,חשבונות ממשלתיים בתקציב המאוחד.,החשבונות בתוך התקציב המאוחד היו שייכים לממשלה.,לתקציב המאוחד אין חשבונות ממשלתיים.,אין,strong,0.75,0.25,12541,government,
hn127343,?,"פנינים לפני חזירים, אכן.","אכן, פנינים לפני חזירים.","בשום אופן, לא פנינים לפני חזירים.",בשום אופן | לא,"phrase,strong",0.75,1.00,127343,slate,
hn129448,?,"טים, אני תומך בנשיא.","טים, אני מסכים עם הנשיא הנוכחי.","טים, אני לא תומך באף אחת מעמדות הנשיאים.",לא | באף אחת,"phrase,strong",0.75,0.50,129448,slate,
hn131343,?,נניח שמר בראון ג'וליוס היה שם ומחכה... .,בהנחה שמר בראון ג'וליוס כבר היה שם...,בהנחה שמר בראון ג'וליוס אפילו לא היה שם...,לא,strong,0.75,0.75,131343,fiction,
hn133467,?,אתה חייב לי הכול!,מילאתי תפקיד ענק בלהביא אותך למקום שבו אתה נמצא!,אתה לא חייב לי כלום.,לא,strong,0.75,0.25,133467,fiction,
hn133705,?,היו גם שינויים אחרים.,"כמו כן, היו שינויים אחרים.","גם, לא היו שינויים.",לא,strong,0.75,0.75,133705,travel,
hn135041,?,עמק קטמנדו עצמו הותקף בשנת 1336 על ידי הסולטן המוסלמי של בנגל.,הסולטן המוסלמי של בנגל פתח במתקפה על העמק ב-1336.,עמק קטמנדו עצמו מעולם לא נבזז בהצלחה על ידי הסולטן המוסלמי של בנגל.,מעולם לא,phrase,0.75,0.42,135041,travel,
hn137135,?,אבל מייס זיהה אותו!,"בכל אופן, מייס ידע מי הוא!",אפילו מייס לא זיהה אותו.,לא,strong,0.75,0.25,137135,fiction,
hn137803,?,אני לא זוכר איך אומרים 'כבה את האור' ב-Przyrolarouish.,"אני לא זוכר איך אומרים "" לכבות את האור"" בשפת הפרירולארואיש.",אף פעם לא ידעתי איך אומרים 'כבה את האור' ב-Przyrolarouish.,אף פעם,phrase,0.75,0.75,137803,fiction,
hn138259,?,אבל אשאל את בוריס.,אשאל את בוריס.,אני לא אשאל את בוריס בכלל.,לא,strong,0.75,0.75,138259,fiction,
hn139243,?,שר הבריאות ושירותי האנוש,מזכיר הבריאות ושירותי האנוש,לא מזכיר הבריאות ושירותי האנוש,לא,strong,0.75,0.75,139243,government,
hn1416,?,נימוסים טובים אפשר לטפח.,ניתן לטפח נימוסים טובים.,בלתי אפשרי לחלוטין לטפח נימוסים טובים.,בלתי,strong,0.75,0.75,1416,slate,
hn143032,?,אבחנות ומרשמים דומים מופיעים בטקסי השבעה מאוחרים יותר.,אבחונים ומרשמים אלה דומים לאלה שבחנוכות קודמות.,אבחנות ומרשמים לא מופיעים בנאומי השבעה מאוחרים יותר.,לא,strong,0.75,0.25,143032,slate,
hn143974,?,אני צריך את עזרתך.,אני צריך עזרה ממך.,אני לא צריך את העזרה שלך.,לא,strong,0.75,0.50,143974,fiction,
hn144515,?,'עשיתי את זה בעבר.,,מעולם לא עשיתי את זה קודם.,מעולם לא,phrase,0.75,0.00,144515,fiction,WRITE PARAPHRASE
hn15139,?,"נקבל תנאים טובים מאוד; _מאוד_ טובים.""",התנאים שאנחנו נקבל יהיו טובים.,כנראה שלא נקבל תנאים טובים.,שלא,strong,0.75,0.50,15139,fiction,
hn15578,?,ראית את המכתב הזה?,,לא ראית את המכתב!,לא,strong,0.75,0.00,15578,fiction,WRITE PARAPHRASE
hn19502,?,אבל אתה יכול לגלות?,אתה יכול לגלות.,אתה בהחלט לא יכול לגלות.,לא,strong,0.75,0.75,19502,fiction,
hn20824,?,"במקרה זה, ביצוע מהיר יותר אפשרי מזה המוצג במוצג A-5 בנספח A.",,אין ביצוע מהיר יותר אפשרי מזה המוצג בנספח A-5 בנספח A.,אין,strong,0.75,0.00,20824,government,WRITE PARAPHRASE
hn23704,?,"זה היה רק טבעי.""",זה היה טבעי.,זה לא היה טבעי.,לא,strong,0.75,0.75,23704,fiction,
hn24303,?,הם כוללים שירות ישיר.,שירות ישיר הוא חלק מזה.,הם מעולם לא כללו שירות ישיר.,מעולם לא,phrase,0.75,0.50,24303,government,
hn25958,?,כולם אישרו את דעתי.,כולם אמרו דברים שהיו עקביים עם מה שכבר חשבתי.,חלקם לא אישרו את דעתי.,לא,strong,0.75,0.25,25958,fiction,
hn26245,?,אנחנו רוצים שזה יקרה.,אנו מקווים שזה יקרה.,אנחנו מתפללים שזה לא יקרה.,לא,strong,0.75,0.50,26245,fiction,
hn2706,?,"בהחלט, אמר ד""ר","כן, אמר ד""ר.","לא, אמר ד""ר",לא,strong,0.75,0.75,2706,fiction,
hn31498,?,הקאעה הובילה לחדרי המשפחה.,קאעה הראה את הדרך לחדרי המשפחה.,הקאעה לא התקרב לחדרי המשפחה.,לא,strong,0.75,0.50,31498,travel,
hn32369,?,"כמו הודו, הוסיף ביילי.",ביילי הוסיף כמו בהודו.,ביילי לא הוסיף כלום על הודו.,לא,strong,0.75,0.75,32369,slate,
hn33166,?,הוא היה צריך ללכת.,היה הכרח שהגבר ילך.,הוא לא היה חייב ללכת.,לא,strong,0.75,0.25,33166,fiction,
hn34271,?,אך כל מסורת היא מרכיב בגדולתה של ירושלים.,כל מסורת תורמת לגדולתה של ירושלים והיא חלק ממנה.,כל מסורת אינה מרכיב בגדולתה של ירושלים.,אינה,strong,0.75,0.50,34271,travel,
hn35798,?,הבודק יכול לאחר מכן למדוד את התקדמות האבטיפוסים מול הקריטריונים של הסוכנות.,לאחר מכן יכול המבקר למדוד את התקדמות הפרוטוטיפים של הפרוטוטיפים מול הקריטריונים של הסוכנות,הבודק לא יכול למדוד את התקדמות האבות טיפוס של האבות טיפוס מול הקריטריונים של הסוכנות,לא,strong,0.75,0.83,35798,government,
hn36782,?,הבנתי את המטרה שלו.,הבנתי.,לא הבנתי את הנקודה שלו.,לא,strong,0.75,0.25,36782,fiction,
hn37858,?,בירת האי היא מירנה.,מירנה היא בירת האי.,מירנה כבר לא בירת האי.,לא,strong,0.75,1.00,37858,travel,
hn38506,?,"פיקדילי 44 סירקוס, למשל.","לדוגמה, פיקדילי 44 סירקוס.","לא פיקדילי 44 סירקוס, בוודאי.",לא,strong,0.75,0.75,38506,fiction,
hn39021,?,"ובכן, אתה יודע לבשל.",אתה יודע לבשל.,אתה לא יודע לבשל.,לא,strong,0.75,0.75,39021,fiction,
hn43556,?,"""זה הגיוני,"" העיר אנס.","""זה הגיוני,"" אמר אנס.","""זה לא הגיוני"", אמר אנס.",לא,strong,0.75,0.75,43556,fiction,
hn44279,?,האם אתה מעליב אותי?,אתה מעליב אותי?,אתה לא מעליב אותי?,לא,strong,0.75,0.75,44279,slate,
hn44336,?,כולם הבינו שהמטוס נחטף.,כולם ידעו על החטיפה.,רוב האנשים לא הבינו שהמטוס נחטף.,לא,strong,0.75,0.25,44336,nineeleven,
hn44538,?,"אני חייב לומר משהו.""",,אני לא חייב לומר כלום.,לא,strong,0.75,0.00,44538,fiction,WRITE PARAPHRASE
hn47301,?,וסנטאיאנה ביקש ממני להוסיף שאלו שאינם יכולים לזכור את העבר נידונים לחזור עליו.,סנטיאנה ביקש שאוסיף שאלו ששוכחים את העבר נידונים לחזור עליו.,סנטיאנה לא ביקש ממני להוסיף שאלו ששוכחים את העבר נידונים לחזור עליו.,לא,strong,0.75,0.58,47301,government,
hn47615,?,"עד שאמצא את החוליה האחרונה בשרשרת שלי, אני חייב להישאר מאחורי הקלעים.",אני חייב להישאר מאחורי הקלעים עד שיהיה לי החוליה האחרונה בשרשרת שלי.,אני לא חייב להישאר מאחורי הקלעים בלי החוליה האחרונה בשרשרת שלי.,לא | בלי,strong,0.75,0.83,47615,fiction,
hn48065,?,"'בהחלט בטוח, מר הרשיימר.","כן, אני בטוח, מר הרשיימר.","לא, אני לא בטוח, מר הרשיימר.",לא | לא,strong,0.75,0.75,48065,fiction,
hn48561,?,היא רצתה אותי בחזרה.,היא רצתה שאחזור.,היא לא רצתה בי בחזרה בכלל.,לא,strong,0.75,0.50,48561,fiction,
hn51257,?,כי היא אמרה כך.,כי היא אמרה זאת.,היא לא אמרה כך.,לא,strong,0.75,0.75,51257,slate,
hn53748,?,זה כמו להכות במים.,זה דומה להכאת מים.,זה בשום אופן לא כמו לחבוט במים.,בשום אופן | לא,"phrase,strong",0.75,0.25,53748,slate,
hn53991,?,ויש לנו את המיליציה.,המיליציה היא שלנו.,אין לנו את המיליציה.,אין,strong,0.75,0.25,53991,fiction,
hn55530,?,זו עמדה פסיבית מדי.,עמדה זו פאסיבית מדי.,עמדה זו לא מספיק פסיבית.,לא,strong,0.75,0.75,55530,slate,
hn56118,?,עשיתי את הפעלול הרגיל.,,לא עשיתי את הרגיל.,לא,strong,0.75,0.00,56118,fiction,WRITE PARAPHRASE
hn58493,?,קאדן אומר שזה בטוח.,קא'דאן נראה חושב שזה בטוח.,קאדאן אומר שזה לא בטוח.,לא,strong,0.75,0.50,58493,fiction,
hn59862,?,עבודת ההשפעה חשובה מאוד...,הכותב מחשיב עבודת השפעה כחשובה מאוד.,עבודת ההשפעה אינה חשובה כלל.,אינה,strong,0.75,0.50,59862,government,
hn61554,?,תוכנית האנרגיה של הנשיא הולכת אפילו רחוק יותר.,,תוכנית האנרגיה של הנשיא לא הולכת רחוק מאוד.,לא,strong,0.75,0.00,61554,government,WRITE PARAPHRASE
hn62572,?,קסוויק מהווה בסיס טוב לסיור בפארק הלאומי ובצפון-מערב.,"אם אתה רוצה לסייר בפארק הלאומי ובצפון-מערב, קסוויק היא בסיס טוב.",קסוויק אינו בסיס טוב לסיור בפארק הלאומי.,אינו,strong,0.75,0.75,62572,travel,
hn63818,?,האם חשבתי שהיא בחיים?,הייתי צריך לשאול אם היא בחיים.,לא חשבתי שהיא עדיין בחיים בכלל.,לא,strong,0.75,0.25,63818,fiction,
hn63906,?,לפחות זו הייתה התיאוריה.,"לכל הפחות, זו הייתה התאוריה.",זו בהחלט לא הייתה התיאוריה.,לא,strong,0.75,0.50,63906,slate,
hn64062,?,הנחיות לאימון אבטחת מחשבים.,זו רשימת הנחיות להכשרה באבטחת מחשבים.,אין הנחיות להכשרת אבטחת מחשבים.,אין,strong,0.75,0.50,64062,government,
hn64157,?,איפה סוזן? אמר גבריאל.,גבריאל רצה לדעת היכן סוזן נמצאת.,גבריאל לא טרח לשאול איפה סוזן.,לא,strong,0.75,0.50,64157,fiction,
hn6450,?,(הניו יורקר כתב על הנושא הזה לפני חודש.),לפני כחודש הניו יורקר כתב על זה.,הניו יורקר אף פעם לא כתב על הנושא הזה.,אף פעם | לא,"phrase,strong",0.75,0.62,6450,slate,
hn6478,?,"ובכן, הוא כן, אדוני.","אדוני, ובכן, הוא עשה.","אדוני, ובכן, הוא לא.",לא,strong,0.75,0.75,6478,fiction,
hn6836,?,זה היה אחד מהם.,זה אחד מהם.,"זה לא אחד מהם; כשיבואו, תדע.",לא,strong,0.75,0.75,6836,fiction,
hn76786,?,תקציב של 8 מיליון דולר נגזר כמעט לחלוטין ממענקים של תאגיד השירותים המשפטיים.,מענקי התאגיד לשירותים משפטיים הניבו 8 מיליון.,תקציב של 8 מיליון לא נגזר ממענקים של תאגיד השירותים המשפטיים.,לא,strong,0.75,0.17,76786,government,
hn76858,?,החלטתי לנסות את זה.,ניסיתי את זה.,לא העזתי לנסות את זה.,לא,strong,0.75,0.50,76858,government,
hn78050,?,גם הם תמכו במכרות.,המכרות נתמכו על ידי,הם לא תמכו במכרות.,לא,strong,0.75,0.00,78050,fiction,
hn78869,?,אבל הוא צריך עזרה.,אבל הוא זקוק לעזרה.,"הוא לא צריך עזרה, הוא בסדר לבד.",לא,strong,0.75,0.50,78869,slate,
hn80062,?,", סוגי ספקים או טכנולוגיות).",סוגי ספקים או טכנולוגיות זמינים.,אין סוגי ספקים של טכנולוגיות המוצעות.,אין,strong,0.75,1.00,80062,government,
hn81382,?,זאת תהיה עבודה קשה.,,זו לא תהיה עבודה קשה.,לא,strong,0.75,0.00,81382,fiction,WRITE PARAPHRASE
hn83216,?,יתרונות סביבתיים ובריאותיים של רכבים ודלקים נקיים יותר.,ישנם יתרונות סביבתיים ובריאותיים למכוניות ודלקים נקיים יותר.,אין יתרונות סביבתיים ובריאותיים למכוניות ודלקים נקיים יותר.,אין,strong,0.75,0.75,83216,government,
hn8404,?,השתנה הרבה במהלך השנים.,,לא השתנה בכלל במהלך השנים.,לא,strong,0.75,0.00,8404,government,WRITE PARAPHRASE
hn8616,?,הוא חייב לנסות שוב.,הוא יצטרך לנסות שוב.,הוא לא צריך לטרוח לנסות שוב.,לא,strong,0.75,0.75,8616,fiction,
hn87381,?,אה! למה הוא התכוון?,אני מבין. מה הוא התכוון בזה?,אה. למה הוא לא אמר כלום?,לא,strong,0.75,0.50,87381,fiction,
hn88371,?,"אני רוצה לדבר איתו.""",מישהו רוצה לדבר איתו.,אף אחד לא רוצה לדבר איתו.,אף אחד | לא,"phrase,strong",0.75,0.75,88371,fiction,
hn91390,?,"בזמן הביקורת שלנו, מרכז הלוגיסטיקה היה בדרך לעמוד ביעדיו או לעלות עליהם.",מרכז הלוגיסטיקה היה בדרך הנכונה לעמוד ביעדיו או לעלות עליהם.,מרכז הלוגיסטיקה לא היה בדרך הנכונה לעמוד ביעדיו או לעלות עליהם.,לא,strong,0.75,0.75,91390,government,
hn91774,?,התקנת מערכת FGD דורשת כמות משמעותית של עבודה.,נדרשת עבודה רבה כדי להתקין את מערכת FGD.,לא יידרש כמות משמעותית של עבודה להתקנת מערכת FGD.,לא,strong,0.75,0.38,91774,government,
hn92188,?,זה השם שלך עכשיו.,ועכשיו יש לך את השם הזה.,זה כבר לא השם שלך.,לא,strong,0.75,0.25,92188,fiction,
hn93273,?,גישה זו מבטיחה דרכים מעשיות להשגת מידע נוסף.,גישה זו מבטיחה דרכים ללכידת מידע.,גישה זו מבטיחה דרכים לא יעילות להשגת מידע.,לא,strong,0.75,0.62,93273,government,
hn93900,?,"אני מנסה להתרחק מתעשיית המשכנתאות בקולורדו, הוא אמר.",הוא הצהיר שהוא מנסה להתרחק מתעשיית המשכנתאות בקולורדו.,הוא לא מנסה להתרחק מתעשיית המשכנתאות בקולורדו,לא,strong,0.75,0.75,93900,government,
hn94120,?,הנתונים מאורגנים על ידי 26 תקופות השכר בשנה.,6 תקופות התשלום מארגנות את הנתונים.,הנתונים אינם מאורגנים לפי 26 תקופות השכר בשנה.,אינם,strong,0.75,0.25,94120,government,
hn95462,?,שבעת החרבות ידעו זאת.,שבעת החרבות היו מודעים.,שבעת החרבות לא ידעו את-,לא,strong,0.75,0.50,95462,fiction,
hn9635,?,הרופא תפר את רגלה.,,הרופא לא תפר לה את הרגל.,לא,strong,0.75,0.00,9635,oup,WRITE PARAPHRASE
hn105595,?,רוב אנשי הצבא בשירות פעיל פועלים על פי מערכות מבוססות חריגים.,מערכות מבוססות חריגים הן מה שמצופה מרוב אנשי הצבא הפעילים לעקוב אחריהם.,רוב אנשי הצבא בשירות פעיל לא פועלים לפי מערכות מבוססות חריגות.,לא,strong,0.73,0.45,105595,government,
hn108760,?,"ליד מוזיאון הסופרים נמצא בית המשפט ג'יימס, שנבנה בשנות ה-1720.",בית המשפט ג'יימס נבנה בשלב כלשהו בשנות ה-1720.,מוזיאון הסופרים אינו נמצא ליד בית המשפט ג'יימס.,אינו,strong,0.73,0.55,108760,travel,
hn136934,?,המושג של אחריות למשאבים ציבוריים הוא מובנה בתהליכי הממשל של האומה שלנו.,המושג של אחריות על משאבים ציבוריים טבוע בתהליכי השלטון של האומה,המושג של אחריות למשאבים ציבוריים אינו טבוע בתהליכי הממשל של האומה.,אינו,strong,0.73,0.55,136934,government,
hn144899,?,הניתוח גם דן באלטרנטיבות הרגולטוריות ש-FDA שקלה בעת ניסוח הצעת החוק.,האלטרנטיבות הרגולטוריות ש-FDA שקלה בעת ניסוח ההצעה נדונות גם בניתוח.,הניתוח אינו דן באלטרנטיבות הרגולטוריות שה-FDA שקלה בעת ניסוח הצעת הכלל.,אינו,strong,0.73,0.55,144899,government,
hn29948,?,המשתתפים מקבלים ייעוץ אינטנסיבי כדי לעזור להם לפתח תוכניות מעבר אישיות.,משתתפים מקבלים ייעוץ אינטנסיבי כדי לעזור להם לפתח תוכניות מעבר אישיות.,משתתפים לא מקבלים ייעוץ אינטנסיבי שיעזור להם לפתח תוכניות מעבר אישיות.,לא,strong,0.73,0.91,29948,government,
hn53046,?,"זה לכאן, הוא אמר, ""עד כה, ראינו את המקרה רק מבחוץ.","""עד כה, ראינו רק את המקרה מבחוץ,"" הוא אמר.","הוא אמר, ""עד כה לא ראינו את המקרה מבחוץ.""",לא,strong,0.73,0.82,53046,fiction,
hn100910,?,כיצד רפורמת מדיקר תשפיע על החיסכון הלאומי?,רפורמת מדיקר עשויה להשפיע על החיסכון הלאומי בדרך כלשהי.,אין ספק שרפורמת מדיקר לא תשפיע על החיסכון הלאומי.,אין | לא,strong,0.71,0.71,100910,government,
hn107610,?,שוחזר בצורה יפהפייה לאחר שריפה הרסנית ב-1984.,לאחר שריפה הרסנית בשנת 1984 הוא שוחזר מאז.,"לאחר שריפה הרסנית ב-1984, הוא לא שוחזר.",לא,strong,0.71,0.57,107610,travel,
hn113693,?,"למרות שחלה התקדמות כלשהי, הבעיות נמשכות וממשיכות לתרום לעלויות עיבוד ומשלוח דואר גבוהות יותר.",בעיות נמשכות וממשיכות לתרום לעלויות גבוהות יותר של עיבוד ודואר ומשלוח.,הבעיות נמשכות וממשיכות לא לתרום לעלויות עיבוד ומשלוח דואר גבוהות יותר.,לא,strong,0.71,0.57,113693,government,
hn115758,?,יצירת סיווגי נתונים סטנדרטיים והגדרות קשורות כדי להקל על הגנה על נתונים המשותפים בין שתי יחידות עסקיות או יותר.,יצירת הגדרות קשורות יכולה להקל על הגנה על הנתונים המשותפים בין יחידות עסקיות.,יצירת סיווגי נתונים סטנדרטיים לא מקלה על הגנה על נתונים משותפים בין שתי יחידות עסקיות או יותר.,לא,strong,0.71,0.53,115758,government,
hn125425,?,"אני מניח שאנחנו יכולים לקרוא לה כך?""",אני מניח שזה משהו שאנחנו יכולים לקרוא לה?,אני לא חושב שאנחנו יכולים לקרוא לה ככה.,לא,strong,0.71,0.86,125425,fiction,
hn129423,?,יש לנקוט בזהירות לפני שמבצעים את העודפים הצפויים לשינויים קבועים בצד ההכנסות או ההוצאות.,מומלץ לנקוט משנה זהירות לפני שמחויבים העודפים הצפויים לשינויים קבועים בצד ההכנסות או ההוצאות.,אין צורך בזהירות לפני הקצאת העודפים הצפויים לשינויים קבועים בצד ההכנסות או ההוצאות.,אין,strong,0.71,0.71,129423,government,
hn131638,?,מידע על משמורת שנתית של הון אנושי,מידע שנתי על משמורת הון אנושי.,לא מידע שנתי על משמורת הון אנושי.,לא,strong,0.71,0.71,131638,government,
hn136734,?,אתה רוצה להאמין שהוא ביצע את הפשע.,אתה רק מאחל שהוא ביצע את הפשע הזה?,אתה לא מאמין שהוא ביצע את הפשע.,לא,strong,0.71,0.71,136734,fiction,
hn138669,?,איך אפשר להבחין בין ראיית הנולד לפחד?,איך אתה יכול לקבוע מה זה פחד ומה זה משהו אחר?,לעולם אי אפשר להבחין בין ראיית הנולד לפחד.,אי אפשר,phrase,0.71,0.14,138669,slate,
hn140609,?,האוכל היה שווה את זה בדרך כלל.,האוכל היה בדרך כלל די סביר.,האוכל היה נורא ולא שווה את זה לעולם.,ולא,strong,0.71,0.57,140609,fiction,
hn143946,?,קודם לכן הוא העדיף בתי ספר מקיפים.,הוא העדיף בתי ספר מקיפים בעבר.,הוא מעולם לא העדיף בתי ספר מקיפים בשום שלב.,מעולם לא,phrase,0.71,0.71,143946,slate,
hn144399,?,הוא מטפל בבעיות לאורך חייו של המטופל.,"במהלך חייו של המטופל, הוא מטפל בבעיות.",הוא אינו מטפל בבעיות לאורך חיי המטופל.,אינו,strong,0.71,0.86,144399,government,
hn144568,?,"בעשותו זאת, הקונגרס עדיין יצטרך להחזיק סוכנויות אחראיות למשימות ביטחון המולדת שאינן משולבות במחלקה החדשה.","בביצוע פעולה זו, הקונגרס יידרש להטיל אחריות על סוכנויות לביצוע משימות של ביטחון המולדת.","בעשותו זאת, הקונגרס לא יצטרך להחזיק סוכנויות אחראיות למשימות של ביטחון המולדת.",לא,strong,0.71,0.29,144568,government,
hn17601,?,"נעבור על זה שוב מחר, אמר טומי.",טומי אמר שנעבור על זה מחר.,"לעולם לא נדבר על זה שוב, אמר טומי.",לא,strong,0.71,0.71,17601,fiction,
hn22684,?,מחקר זה ימומן על ידי מענק סיוע טכני של LSC ויתואם עם מחקר עמיתים של ABA.,מחקר זה ימומן על ידי מענק סיוע טכני של LSC,מחקר זה לא ימומן על ידי מענק סיוע טכני של LSC,לא,strong,0.71,0.71,22684,government,
hn25235,?,"יש כאן לקח חשוב, אמר ג'ון.",ג'ון אמר שיש כאן שיעור חשוב.,ג'ון אמר שיש פה לקח לא חשוב.,לא,strong,0.71,0.71,25235,fiction,
hn31351,?,"אתה תיתן לו את כל השאר, נכון?""",האם תתן לו את כל השאר?,"אתה לא הולך לתת לו את השאר, נכון?",לא,strong,0.71,0.57,31351,fiction,
hn32511,?,אחד מנציגי הסוכנות ציין שניתן לפתור את בעיית העומס במערכת על ידי פיתוח מערכות לאחזור מידע מראש שיתאימו לנפחי תעבורה גדולים.,אחד מנציגי הסוכנות ציין שניתן לפתור את בעיית העומס במערכת על ידי פיתוח מערכות לאחזור מידע,אף אחד מנציגי הסוכנות לא ציין שניתן לפתור את בעיית העומס במערכת על ידי פיתוח מערכות לאחזור מידע,אף אחד | לא,"phrase,strong",0.71,0.76,32511,government,
hn32813,?,אני מקווה שפרד גולדמן ימצא את זה.,אני מקווה שגולדמן מוצא את זה.,אני מקווה שגולדמן לעולם לא ימצא את זה.,לא,strong,0.71,0.57,32813,slate,
hn35645,?,"ובפעם המאה, אני אגיד לך שאתה כאן.",,אני לא אגיד לך שאתה כאן.,לא,strong,0.71,0.00,35645,fiction,WRITE PARAPHRASE
hn36240,?,הוועדה יכולה וצריכה לעשות יותר בתחום זה.,"זהו תחום שבו הוועדה יכולה לעשות יותר, ועליה לעשות זאת.",הוועדה אינה יכולה לעשות דבר נוסף בתחום זה.,אינה,strong,0.71,0.57,36240,government,
hn43513,?,"אני בטוח בזה כאילו ראיתי אותו בפעולה.""",אני בטוח בכך כמו שהייתי רואה אותו בפעולה.,אני לא בטוח כי מעולם לא ראיתי אותו בפעולה.,לא | מעולם לא,"phrase,strong",0.71,0.57,43513,fiction,
hn44328,?,"בשנת 1999, נוספו 100 ציורים נוספים לאוסף.",בשנת 1999 נוספו לאוסף 100 ציורים.,לא נוספו ציורים נוספים בשנת 1999.,לא,strong,0.71,0.86,44328,travel,
hn52013,?,טיים מזהה חינוך דו לשוני גזעי חדש.,הזמן רואה חינוך דו-לשוני גזעי חדש.,הזמן לא רואה חינוך דו לשוני גזעי חדש.,לא,strong,0.71,0.43,52013,slate,
hn61663,?,מידע המהווה את הבסיס להזנת נתונים למחשב.,מידע שהוא הבסיס להזנת נתונים למחשב.,מידע שאינו הבסיס להזנת נתונים למחשב.,שאינו,strong,0.71,0.71,61663,government,
hn65023,?,(לדייב דאפילד יש כמה ילדים מאומצים במשפחתו.),,לדייב דאפילד אין ילדים מאומצים במשפחתו.,אין,strong,0.71,0.00,65023,slate,WRITE PARAPHRASE
hn66246,?,וודוורד יוכל בקרוב לעזוב את ארצות הברית.,"וודוורד יכול לעזוב את ארה""ב.",וודוורד לא יעזוב את ארצות הברית בקרוב.,לא,strong,0.71,0.43,66246,slate,
hn68196,?,"שנית, מספר הסדרים מיוחדים של תעריפים יופסקו.",הסדרים רבים של תעריפים מיוחדים יופסקו.,לא יופסקו הסדרים מיוחדים של תעריפים.,לא,strong,0.71,0.71,68196,government,
hn72134,?,אבל אני מניח שהדור החדש קצת שונה.,יש הבדלים בדור החדש הזה.,אני מניח שהדור החדש הזה לא שונה בשום דבר.,לא | בשום דבר,"phrase,strong",0.71,0.14,72134,fiction,
hn72750,?,הם יותר מעוניינים בהתייסרות עצמית רוחנית ובהתחדשות.,הם מתעניינים במידה מסוימת בהלקאה עצמית רוחנית ובחידוש.,הם לא מתעניינים כלל בהתייסרות עצמית רוחנית ובהתחדשות.,לא,strong,0.71,0.43,72750,slate,
hn7733,?,"אתה מבין את זה, אמר ג'ון.",ג'ון אמר שהאדם יקבל את זה.,ג'ון אמר שאף אחד לא יבין את זה.,שאף אחד | לא,"phrase,strong",0.71,0.71,7733,fiction,
hn81982,?,"הייתה לו עבודה לעשות, וכך גם לי.",לו ולי היו עבודות לעשות.,"הייתה לו עבודה לעשות, אבל לי לא.",לא,strong,0.71,0.29,81982,slate,
hn83690,?,הדגמת אמינות המוצר מציינת שהמוצר מוכן לייצור,אמינות המוצר שווה למוצר מוכן לייצור.,הדגמת אמינות המוצר אינה מרמזת שהמוצר טוב לייצור.,אינה,strong,0.71,0.57,83690,government,
hn91110,?,"במערכת זו, משתמשים יכולים להגיש תגובות אלקטרוניות.",משתמשים יכולים להגיש הערות אלקטרוניות במערכת זו.,"במערכת זו, משתמשים לא יכלו להגיש הערות אלקטרוניות.",לא,strong,0.71,0.86,91110,government,
hn94179,?,"בסביבה של ימינו, ארגונים חייבים להיות יצירתיים.",לארגונים חייבת להיות יצירתיות בסביבה הנוכחית.,ארגונים לא חייבים להיות יצירתיים בסביבה זו.,לא,strong,0.71,0.29,94179,government,
hn101116,?,"סיוע משפטי מבוקש גם לפציעות בעבודה, ובעיות בריאות ובטיחות אחרות.","סיוע משפטי מבוקש לפציעות בעבודה, ובעיות בריאות ובטיחות אחרות.",לא מבקשים סיוע משפטי לפציעות בעבודה ולבעיות בריאות ובטיחות אחרות.,לא,strong,0.70,0.90,101116,government,
hn102097,?,החקיקה חייבת לעבור את שלב השימוע עד יום חמישי הבא.,,החקיקה לא חייבת לעבור עד יום חמישי הבא.,לא,strong,0.70,0.00,102097,government,WRITE PARAPHRASE
hn113042,?,ג'ורג' מקללן יוצא לגמלאות כדי להציל את צבא האיחוד.,הוא יצא מהפרישה להציל את הצבא.,אפילו ג'ורג' מקללן לא הצליח להציל את צבא האיחוד.,לא,strong,0.70,0.20,113042,slate,
